1|KEJADIAN 1:14|Berfirmanlah Allah: “Jadilah benda-benda penerang pada cakrawala untuk memisahkan siang dari malam. Biarlah benda-benda penerang itu menjadi tanda yang menunjukkan masa-masa yang tetap dan hari-hari dan tahun-tahun,
2|KEJADIAN 1:16|Maka Allah menjadikan kedua benda penerang yang besar itu, yakni yang lebih besar untuk menguasai siang dan yang lebih kecil untuk menguasai malam, dan menjadikan juga bintang-bintang.
3|KEJADIAN 2:21|Lalu TUHAN Allah membuat manusia itu tidur nyenyak; ketika ia tidur, TUHAN Allah mengambil salah satu rusuk dari padanya, lalu menutup tempat itu dengan daging.
4|KEJADIAN 7:4|Sebab tujuh hari lagi Aku akan menurunkan hujan ke atas bumi empat puluh hari empat puluh malam lamanya, dan Aku akan menghapuskan dari muka bumi segala yang ada, yang Kujadikan itu.”
5|KEJADIAN 7:12|Dan turunlah hujan lebat meliputi bumi empat puluh hari empat puluh malam lamanya.
6|KEJADIAN 8:22|Selama bumi masih ada, takkan berhenti-henti musim menabur dan menuai, dingin dan panas, kemarau dan hujan, siang dan malam.”
7|KEJADIAN 14:15|Dan pada waktu malam berbagilah mereka, ia dan hamba-hambanya itu, untuk melawan musuh; mereka mengalahkan dan mengejar musuh sampai ke Hoba di sebelah utara Damsyik.
8|KEJADIAN 18:4|Biarlah diambil air sedikit, basuhlah kakimu dan duduklah beristirahat di bawah pohon ini;
9|KEJADIAN 19:4|Tetapi sebelum mereka tidur, orang-orang lelaki dari kota Sodom itu, dari yang muda sampai yang tua, bahkan seluruh kota, tidak ada yang terkecuali, datang mengepung rumah itu.
10|KEJADIAN 19:5|Mereka berseru kepada Lot: “Di manakah orang-orang yang datang kepadamu malam ini? Bawalah mereka keluar kepada kami, supaya kami pakai mereka.”
11|KEJADIAN 19:32|Marilah kita beri ayah kita minum anggur, lalu kita tidur dengan dia, supaya kita menyambung keturunan dari ayah kita.”
12|KEJADIAN 20:3|Tetapi pada waktu malam Allah datang kepada Abimelekh dalam suatu mimpi serta berfirman kepadanya: “Engkau harus mati oleh karena perempuan yang telah kauambil itu; sebab ia sudah bersuami.”
13|KEJADIAN 24:25|Lagi kata gadis itu: “Baik jerami, baik makanan unta banyak pada kami, tempat bermalam pun ada.”
14|KEJADIAN 25:27|Lalu bertambah besarlah kedua anak itu: Esau menjadi seorang yang pandai berburu, seorang yang suka tinggal di padang, tetapi Yakub adalah seorang yang tenang, yang suka tinggal di kemah.
15|KEJADIAN 28:13|ⓒ Berdirilah TUHAN di sampingnya dan berfirman: “Akulah TUHAN, Allah Abraham, nenekmu, dan Allah Ishak; tanah tempat engkau berbaring ini akan Kuberikan kepadamu dan kepada keturunanmu.
16|KEJADIAN 29:23|Tetapi pada waktu malam diambilnyalah Lea, anaknya, lalu dibawanya kepada Yakub. Maka Yakub pun menghampiri dia.
17|KEJADIAN 31:24|Pada waktu malam datanglah Allah dalam suatu mimpi kepada Laban, orang Aram itu, serta berfirman kepadanya: “Jagalah baik-baik, supaya engkau jangan mengatai Yakub dengan sepatah kata pun.”
18|KEJADIAN 31:29|Aku ini berkuasa untuk berbuat jahat kepadamu, tetapi Allah ayahmu telah berfirman kepadaku tadi malam: Jagalah baik-baik, jangan engkau mengatai Yakub dengan sepatah kata pun.
19|KEJADIAN 31:39|Yang diterkam oleh binatang buas tidak pernah kubawa kepadamu, aku sendiri yang menggantinya; yang dicuri orang, baik waktu siang, baik waktu malam, selalu engkau tuntut dari padaku.
20|KEJADIAN 31:40|Aku dimakan panas hari waktu siang dan kedinginan waktu malam, dan mataku jauh dari pada tertidur.
21|KEJADIAN 31:54|Dan Yakub mempersembahkan korban sembelihan di gunung itu. Ia mengundang makan sanak saudaranya, lalu mereka makan serta bermalam di gunung itu.
